日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-08-07	HUR-82802｜TipInfo/TCU_ParkRelAPosnIPReq__1文言与当前清单/车机显示不一致	"现象：TipInfo/TCU_ParkRelAPosnIPReq__1文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请踩下制动踏板以切换挡位”的目标语译文与实车一致；Key行第396行目标语为空。[LanguageList源文·第182行][LanguageList重复Key·第396行][重复Key记录·第3833行]"	"结论：定义为非问题。TipInfo/TCU_ParkRelAPosnIPReq__1触发时应按正式source“请踩下制动踏板以切换挡位”显示“يرجى الضغط على دواسة المكابح لتحويل الغيار”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第182行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第182行
LanguageList重复Key·第396行
重复Key记录·第3833行"
2026-08-07	HUR-82801｜TipInfo/APA_Condition_Notice__8文言与当前清单/车机显示不一致	"现象：TipInfo/APA_Condition_Notice__8文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“天气差，智能泊车不可用”的目标语译文与实车一致；Key行第395行目标语为空。[LanguageList源文·第183行][LanguageList重复Key·第395行][重复Key记录·第3832行]"	"结论：定义为非问题。TipInfo/APA_Condition_Notice__8触发时应按正式source“天气差，智能泊车不可用”显示“طقس سيء. نظام التوقف الذكي غير متاح”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第183行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第183行
LanguageList重复Key·第395行
重复Key记录·第3832行"
2026-08-07	HUR-82800｜TipInfo/APA_Condition_Notice__7文言与当前清单/车机显示不一致	"现象：TipInfo/APA_Condition_Notice__7文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“光照不足，智能泊车不可用”的目标语译文与实车一致；Key行第394行目标语为空。[LanguageList源文·第184行][LanguageList重复Key·第394行][重复Key记录·第3831行]"	"结论：定义为非问题。TipInfo/APA_Condition_Notice__7触发时应按正式source“光照不足，智能泊车不可用”显示“ظروف إضاءة سيئة. نظام التوقف غير متاح”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第184行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第184行
LanguageList重复Key·第394行
重复Key记录·第3831行"
2026-08-07	HUR-82799｜C385/IACCText__27文言与当前清单/车机显示不一致	"现象：C385/IACCText__27实际映射QML source“车道巡航临时退出\n请注意控制方向”，目标语资源缺失时回退显示中文或错误文言。[Jira原票·描述/评论]
证据：正式LanguageList未覆盖该精确source的目标语译文，或精确source行目标语为空。[LanguageList精确source·第120行]"	"结论：测试原预期与C385/IACCText__27不对应；实际QML source“车道巡航临时退出\n请注意控制方向”缺少目标语正式译文，属于翻译需求缺口。
依据：Jira原票·描述/评论、LanguageList精确source·第120行。
处理：为该精确source补齐目标语译文并同步正式清单及TS资源后回归；J90A多语言配置负责人处理。"	FALSE		转需求		不得复用仅中文相近但换行或用词不同的source译文	"Jira原票·描述/评论
LanguageList精确source·第120行"
2026-08-07	HUR-82798｜C385/IACCText__11文言与当前清单/车机显示不一致	"现象：C385/IACCText__11实际映射QML source“车道巡航禁用中，%dS后解除”，目标语资源缺失时回退显示中文或错误文言。[Jira原票·描述/评论]
证据：正式LanguageList未覆盖该精确source的目标语译文，或精确source行目标语为空。[LanguageList·10_Instrument Panel全表检索]"	"结论：测试原预期与C385/IACCText__11不对应；实际QML source“车道巡航禁用中，%dS后解除”缺少目标语正式译文，属于翻译需求缺口。
依据：Jira原票·描述/评论、LanguageList·10_Instrument Panel全表检索。
处理：为该精确source补齐目标语译文并同步正式清单及TS资源后回归；J90A多语言配置负责人处理。"	FALSE		转需求		不得复用仅中文相近但换行或用词不同的source译文	"Jira原票·描述/评论
LanguageList·10_Instrument Panel全表检索"
2026-08-07	HUR-82797｜C385/IACCText__1文言与当前清单/车机显示不一致	"现象：C385/IACCText__1实际映射QML source“车道巡航已激活”，目标语资源缺失时回退显示中文或错误文言。[Jira原票·描述/评论]
证据：正式LanguageList未覆盖该精确source的目标语译文，或精确source行目标语为空。[LanguageList·10_Instrument Panel全表检索]"	"结论：测试原预期与C385/IACCText__1不对应；实际QML source“车道巡航已激活”缺少目标语正式译文，属于翻译需求缺口。
依据：Jira原票·描述/评论、LanguageList·10_Instrument Panel全表检索。
处理：为该精确source补齐目标语译文并同步正式清单及TS资源后回归；J90A多语言配置负责人处理。"	FALSE		转需求		不得复用仅中文相近但换行或用词不同的source译文	"Jira原票·描述/评论
LanguageList·10_Instrument Panel全表检索"
2026-08-07	HUR-82796｜C385/FatigueDetectText__1文言与当前清单/车机显示不一致	"现象：C385/FatigueDetectText__1实际映射QML source“您已疲劳驾驶，\n请合理安排停车休息”，目标语资源缺失时回退显示中文或错误文言。[Jira原票·描述/评论]
证据：正式LanguageList未覆盖该精确source的目标语译文，或精确source行目标语为空。[LanguageList精确source·第643行]"	"结论：测试原预期与C385/FatigueDetectText__1不对应；实际QML source“您已疲劳驾驶，\n请合理安排停车休息”缺少目标语正式译文，属于翻译需求缺口。
依据：Jira原票·描述/评论、LanguageList精确source·第643行。
处理：为该精确source补齐目标语译文并同步正式清单及TS资源后回归；J90A多语言配置负责人处理。"	FALSE		转需求		不得复用仅中文相近但换行或用词不同的source译文	"Jira原票·描述/评论
LanguageList精确source·第643行"
2026-08-07	HUR-82795｜TipInfo/APA_Condition_Notice__6文言与当前清单/车机显示不一致	"现象：TipInfo/APA_Condition_Notice__6文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“智能泊车不可用”的目标语译文与实车一致；Key行第393行目标语为空。[LanguageList源文·第185行][LanguageList重复Key·第393行][重复Key记录·第3830行]"	"结论：定义为非问题。TipInfo/APA_Condition_Notice__6触发时应按正式source“智能泊车不可用”显示“نظام التوقف الذكي غير متاح”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第185行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第185行
LanguageList重复Key·第393行
重复Key记录·第3830行"
2026-08-07	HUR-82793｜C385/IACCText__23文言与当前清单/车机显示不一致	"现象：C385/IACCText__23文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“天气条件差，巡航暂不可用”的目标语译文与实车一致；Key行第478行目标语为空。[LanguageList源文·第83行][LanguageList重复Key·第478行][重复Key记录·第3915行]"	"结论：定义为非问题。C385/IACCText__23触发时应按正式source“天气条件差，巡航暂不可用”显示“ظروف جوية سيئة. التحكم في السرعة غير متاح مؤقتًا”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第83行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第83行
LanguageList重复Key·第478行
重复Key记录·第3915行"
2026-08-07	HUR-82789｜C385/IACCText__10文言与当前清单/车机显示不一致	"现象：C385/IACCText__10文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“巡航暂不可用”的目标语译文与实车一致；Key行第477行目标语为空。[LanguageList源文·第90行][LanguageList重复Key·第477行][重复Key记录·第3914行]"	"结论：定义为非问题。C385/IACCText__10触发时应按正式source“巡航暂不可用”显示“التحكم في السرعة غير متاح مؤقتًا”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第90行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第90行
LanguageList重复Key·第477行
重复Key记录·第3914行"
2026-08-07	HUR-82788｜C385/LCDAText__23文言与当前清单/车机显示不一致	"现象：C385/LCDAText__23文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请勿打开车门”的目标语译文与实车一致；Key行第545行目标语为空。[LanguageList源文·第79行][LanguageList重复Key·第545行][重复Key记录·第3982行]"	"结论：定义为非问题。C385/LCDAText__23触发时应按正式source“请勿打开车门”显示“يرجى عدم فتح الباب”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第79行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第79行
LanguageList重复Key·第545行
重复Key记录·第3982行"
2026-08-07	HUR-82786｜C385/IACCText__5文言与当前清单/车机显示不一致	"现象：C385/IACCText__5文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“巡航暂不可用”的目标语译文与实车一致；Key行第476行目标语为空。[LanguageList源文·第90行][LanguageList重复Key·第476行][重复Key记录·第3913行]"	"结论：定义为非问题。C385/IACCText__5触发时应按正式source“巡航暂不可用”显示“التحكم في السرعة غير متاح مؤقتًا”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第90行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第90行
LanguageList重复Key·第476行
重复Key记录·第3913行"
